,Prix,Marque,Modèle,Carburant,Kilométrage,Boitedevitesse,Puissancefiscale,Année
0,17690,Renault,Megane,Diesel,10003,Manuelle,6.0,2019.0
1,19480,Renault,Captur,Essence,10003,Manuelle,5.0,2021.0
2,24490,Renault,Megane,Diesel,10006,Manuelle,6.0,2021.0
3,27979,Citroen,C4,Diesel,10006,Automatique,7.0,2021.0
4,33990,Volkswagen,Tiguan,Essence,10007,Automatique,8.0,2020.0
5,27800,Peugeot,308,Essence,10008,Automatique,7.0,2021.0
6,14990,Opel,Corsa,Essence,10010,Manuelle,4.0,2021.0
7,16800,Opel,Corsa,Essence,10015,Manuelle,5.0,2021.0
8,22790,Renault,Megane,Diesel,10016,Manuelle,6.0,2021.0
9,17890,Citroen,C3,Diesel,10018,Manuelle,5.0,2021.0
10,24690,Renault,Scenic,Diesel,10020,Manuelle,6.0,2021.0
11,12290,Renault,Twingo,Essence,10024,Manuelle,4.0,2020.0
12,23500,Citroen,C4,Essence,10029,Manuelle,7.0,2021.0
13,32900,Peugeot,2008,Electrique,10032,Automatique,4.0,2021.0
14,21179,Volkswagen,Polo,Essence,10032,Manuelle,6.0,2021.0
15,21189,Volkswagen,Polo,Essence,10032,Manuelle,6.0,2021.0
16,11490,Renault,Twingo,Essence,10035,Manuelle,4.0,2021.0
17,16800,Opel,Corsa,Essence,10039,Manuelle,5.0,2021.0
18,17990,Ford,Fiesta,Essence,10040,Automatique,6.0,2020.0
19,42990,Volkswagen,Golf,Essence,10041,Automatique,14.0,2021.0
20,35490,Peugeot,508,Diesel,10042,Automatique,7.0,2021.0
21,17490,Ford,Fiesta,Essence,10045,Manuelle,5.0,2021.0
22,11490,Renault,Twingo,Essence,10046,Manuelle,5.0,2020.0
23,24990,Peugeot,208,Electrique,10050,Automatique,4.0,2021.0
24,17777,Citroen,C3,Diesel,10055,Manuelle,5.0,2021.0
25,26484,Citroen,C5,Diesel,10059,Manuelle,7.0,2021.0
26,38690,Mercedes,Classe A,Essence,10061,Automatique,8.0,2021.0
27,13390,Renault,Twingo,Essence,10064,Manuelle,5.0,2019.0
28,17985,Volkswagen,Polo,Essence,10066,Manuelle,5.0,2021.0
29,21290,Ford,Fiesta,Hybride,10067,Manuelle,6.0,2020.0
30,18860,Renault,Clio,Essence,10070,Manuelle,5.0,2021.0
31,51870,Volkswagen,Golf,Essence,10074,Automatique,19.0,2020.0
32,12280,Renault,Twingo,Essence,10076,Manuelle,5.0,2021.0
33,19990,Citroen,C3,Diesel,10080,Manuelle,5.0,2021.0
34,11990,Renault,Twingo,Essence,10087,Manuelle,4.0,2021.0
35,35490,Volkswagen,Tiguan,Diesel,10089,Automatique,8.0,2021.0
36,52990,Mercedes,Classe C,Essence,10099,Automatique,10.0,2021.0
37,5990,Peugeot,207,Essence,10100,Manuelle,6.0,2008.0
38,27650,Renault,Kadjar,Diesel,10100,Automatique,6.0,2021.0
39,16190,Renault,Clio,Diesel,10102,Manuelle,4.0,2020.0
40,23890,Citroen,C4,Diesel,10105,Manuelle,6.0,2021.0
41,18990,Renault,Captur,Essence,10106,Manuelle,5.0,2020.0
42,19990,Renault,Clio,Hybride,10107,Automatique,5.0,2021.0
43,16490,Renault,Megane,Diesel,10112,Manuelle,5.0,2020.0
44,22790,Mini,Mini,Essence,10113,Automatique,5.0,2019.0
45,28990,Audi,A3,Diesel,10119,Manuelle,6.0,2021.0
46,18490,Opel,Corsa,Essence,10120,Manuelle,5.0,2020.0
47,35970,Peugeot,508,Diesel,10120,Automatique,7.0,2021.0
48,32900,Peugeot,3008,Essence,10123,Automatique,6.0,2020.0
49,18490,Renault,Captur,Essence,10124,Manuelle,5.0,2021.0
50,14390,Opel,Corsa,Essence,10128,Manuelle,4.0,2020.0
51,17590,Citroen,C3,Essence,10129,Manuelle,4.0,2021.0
52,20890,Dacia,Duster,Diesel,10132,Manuelle,6.0,2021.0
53,19990,Renault,Clio,Hybride,10133,Automatique,5.0,2021.0
54,14999,Citroen,C3,Essence,10136,Manuelle,4.0,2021.0
55,12990,Renault,Twingo,Essence,10146,Manuelle,5.0,2020.0
56,37300,Peugeot,508,Hybride,10147,Automatique,10.0,2021.0
57,31500,Mercedes,Classe A,Essence,10150,Automatique,8.0,2019.0
58,18490,Renault,Clio,Diesel,10150,Manuelle,5.0,2021.0
59,43890,Peugeot,3008,Hybride,10154,Automatique,10.0,2021.0
60,24690,Renault,Captur,Diesel,10158,Automatique,6.0,2020.0
61,42990,Audi,A3,Hybride,10159,Automatique,8.0,2021.0
62,14990,Renault,Clio,Diesel,10162,Manuelle,4.0,2019.0
63,40900,Volkswagen,Golf,Essence,10162,Manuelle,14.0,2021.0
64,22490,Renault,Megane,Diesel,10162,Manuelle,6.0,2021.0
65,20990,Renault,Megane,Diesel,10162,Automatique,6.0,2021.0
66,15990,Peugeot,208,Essence,10164,Manuelle,4.0,2021.0
67,16779,Citroen,C3,Essence,10166,Manuelle,4.0,2020.0
68,33490,Nissan,Qashqai,Essence,10170,Manuelle,7.0,2021.0
69,17899,Citroen,C3,Essence,10179,Manuelle,6.0,2021.0
70,28490,Citroen,C4,Diesel,10181,Automatique,7.0,2021.0
71,15289,Citroen,C3,Essence,10183,Manuelle,4.0,2021.0
72,14490,Citroen,C3,Essence,10184,Manuelle,4.0,2020.0
73,15200,Renault,Clio,Diesel,10185,Manuelle,4.0,2020.0
74,14490,Renault,Clio,Essence,10191,Manuelle,4.0,2021.0
75,11450,Renault,Twingo,Essence,10197,Manuelle,4.0,2021.0
76,11400,Fiat,500,Essence,10200,Manuelle,4.0,2018.0
77,15990,Renault,Clio,Essence,10200,Manuelle,5.0,2020.0
78,18600,Dacia,Duster,Diesel,10200,Manuelle,6.0,2021.0
79,29500,Renault,Captur,Hybride,10200,Automatique,5.0,2021.0
80,43600,Peugeot,308,Hybride,10200,Automatique,10.0,2021.0
81,24990,Peugeot,308,Diesel,10204,Manuelle,7.0,2021.0
82,24490,Citroen,C4,Essence,10205,Automatique,7.0,2021.0
83,18490,Renault,Clio,Essence,10214,Automatique,7.0,2019.0
84,11390,Renault,Twingo,Essence,10216,Manuelle,4.0,2021.0
85,28694,Renault,Megane,Hybride,10218,Automatique,5.0,2020.0
86,18790,Renault,Captur,Essence,10223,Manuelle,5.0,2020.0
87,15290,Peugeot,208,Essence,10224,Manuelle,4.0,2020.0
88,18490,Citroen,C3,Diesel,10229,Manuelle,5.0,2021.0
89,26590,Renault,Captur,Essence,10230,Automatique,7.0,2020.0
90,14990,Fiat,500,Essence,10231,Manuelle,4.0,2020.0
91,15990,Peugeot,208,Essence,10232,Manuelle,4.0,2021.0
92,29990,Peugeot,2008,Essence,10232,Automatique,7.0,2021.0
93,21490,Renault,Megane,Diesel,10234,Automatique,6.0,2021.0
94,17990,Renault,Captur,Essence,10238,Manuelle,7.0,2019.0
95,33490,Peugeot,2008,Electrique,10243,Automatique,4.0,2021.0
96,13490,Renault,Twingo,Essence,10250,Manuelle,5.0,2020.0
97,10990,Renault,Twingo,Essence,10258,Manuelle,4.0,2019.0
98,29890,Volkswagen,Golf,Essence,10262,Automatique,8.0,2021.0
99,20990,Peugeot,208,Essence,10265,Manuelle,5.0,2020.0
100,17690,Citroen,C3,Essence,10270,Manuelle,4.0,2021.0
101,23900,Volkswagen,Tiguan,Hybride,10271,Automatique,8.0,2021.0
102,15999,Renault,Clio,Essence,10272,Manuelle,5.0,2021.0
103,11990,Renault,Twingo,Essence,10274,Manuelle,4.0,2021.0
104,28990,Citroen,C5,Diesel,10277,Manuelle,7.0,2021.0
105,15390,Peugeot,208,Essence,10283,Manuelle,4.0,2020.0
106,17290,Citroen,C3,Diesel,10284,Manuelle,5.0,2021.0
107,18999,Citroen,C4,Essence,10285,Automatique,7.0,2020.0
108,19490,Renault,Clio,Essence,10287,Manuelle,7.0,2021.0
109,19590,Renault,Clio,GPL,10290,Manuelle,5.0,2021.0
110,39900,Audi,A3,Diesel,10296,Automatique,8.0,2021.0
111,18790,Citroen,C3,Diesel,10298,Manuelle,5.0,2021.0
112,19000,Peugeot,208,Essence,10300,Manuelle,5.0,2002.0
113,11900,Renault,Twingo,Essence,10300,Automatique,4.0,2018.0
114,19900,Renault,Captur,Essence,10300,Manuelle,7.0,2020.0
115,19290,Renault,Clio,Hybride,10300,Automatique,5.0,2021.0
116,14900,Fiat,500,Hybride,10300,Manuelle,4.0,2021.0
117,28990,Citroen,C4,Diesel,10300,Automatique,7.0,2021.0
118,33290,Peugeot,2008,Electrique,10300,Automatique,4.0,2021.0
119,20590,Citroen,C3,Essence,10304,Automatique,6.0,2021.0
120,17990,Opel,Corsa,Essence,10311,Manuelle,5.0,2021.0
121,28998,Volkswagen,Golf,Diesel,10313,Manuelle,6.0,2020.0
122,60990,Peugeot,508,Hybride,10315,Automatique,11.0,2021.0
123,18990,Citroen,C3,Essence,10323,Manuelle,6.0,2021.0
124,16190,Renault,Clio,Diesel,10332,Manuelle,4.0,2020.0
125,16990,Dacia,Sandero,Essence,10332,Manuelle,5.0,2021.0
126,19990,Renault,Captur,Diesel,10333,Manuelle,6.0,2020.0
127,17990,Renault,Kadjar,Essence,10335,Manuelle,7.0,2017.0
128,26900,Peugeot,308,Diesel,10335,Manuelle,7.0,2021.0
129,28990,Peugeot,2008,Essence,10340,Automatique,7.0,2021.0
130,15400,Renault,Captur,Essence,10346,Manuelle,5.0,2019.0
131,25900,Renault,Captur,Hybride,10347,Automatique,5.0,2021.0
132,12990,Citroen,C3,Essence,10350,Manuelle,4.0,2019.0
133,23490,Volkswagen,Polo,Essence,10354,Automatique,6.0,2021.0
134,20250,Renault,Megane,Diesel,10356,Manuelle,6.0,2021.0
135,20590,Citroen,C3,Diesel,10358,Manuelle,5.0,2021.0
136,19990,Renault,Clio,Hybride,10361,Automatique,7.0,2021.0
137,21990,Renault,Captur,Diesel,10364,Manuelle,6.0,2020.0
138,11990,Renault,Twingo,Essence,10367,Manuelle,4.0,2021.0
139,17890,Citroen,C3,Diesel,10369,Manuelle,5.0,2021.0
140,15889,Citroen,C3,Essence,10370,Manuelle,4.0,2021.0
141,12990,Citroen,C3,Essence,10372,Manuelle,4.0,2020.0
142,15490,Renault,Clio,Diesel,10374,Manuelle,5.0,2019.0
143,28498,Citroen,C4,Diesel,10380,Automatique,7.0,2020.0
144,29348,Citroen,C4,Diesel,10380,Automatique,7.0,2020.0
145,28798,Citroen,C4,Diesel,10380,Automatique,7.0,2020.0
146,29040,Citroen,C4,Diesel,10380,Automatique,7.0,2020.0
147,30123,Citroen,C4,Diesel,10380,Automatique,7.0,2020.0
148,33990,Bmw,Serie 1,Diesel,10381,Automatique,8.0,2021.0
149,14990,Citroen,C3,Essence,10383,Manuelle,4.0,2021.0
150,38290,Citroen,C5,Hybride,10385,Automatique,10.0,2021.0
151,25990,Renault,Captur,Hybride,10389,Automatique,5.0,2020.0
152,16900,Renault,Clio,Essence,10395,Manuelle,5.0,2021.0
153,30980,Peugeot,3008,Diesel,10396,Automatique,6.0,2018.0
154,21990,Renault,Megane,Diesel,10398,Manuelle,6.0,2021.0
155,30998,Bmw,Serie 1,Diesel,10400,Automatique,10.0,2018.0
156,13500,Renault,Captur,Essence,10400,Manuelle,5.0,2019.0
157,13000,Renault,Clio,Essence,10400,Manuelle,5.0,2020.0
158,20990,Renault,Clio,Hybride,10400,Automatique,7.0,2020.0
159,18995,Peugeot,208,Essence,10400,Manuelle,5.0,2021.0
160,50990,Volkswagen,Tiguan,Hybride,10400,Automatique,8.0,2021.0
161,39900,Bmw,Serie 1,Essence,10400,Automatique,9.0,2021.0
162,19490,Renault,Clio,Hybride,10400,Automatique,5.0,2021.0
163,11490,Renault,Twingo,Essence,10403,Manuelle,4.0,2021.0
164,11400,Renault,Twingo,Essence,10409,Manuelle,4.0,2021.0
165,20490,Renault,Megane,Diesel,10412,Automatique,6.0,2020.0
166,18790,Peugeot,2008,Essence,10415,Automatique,6.0,2019.0
167,11690,Renault,Twingo,Essence,10416,Manuelle,4.0,2021.0
168,24690,Peugeot,308,Essence,10420,Automatique,7.0,2020.0
169,23990,Peugeot,208,Essence,10420,Automatique,7.0,2021.0
170,25690,Citroen,C4,Essence,10424,Manuelle,7.0,2021.0
171,27990,Renault,Captur,Hybride,10425,Automatique,5.0,2021.0
172,13900,Citroen,C3,Essence,10428,Manuelle,4.0,2019.0
173,18690,Peugeot,208,Diesel,10431,Manuelle,5.0,2021.0
174,26990,Nissan,Qashqai,Essence,10432,Manuelle,7.0,2021.0
175,19190,Citroen,C3,Diesel,10438,Manuelle,5.0,2021.0
176,14590,Dacia,Sandero,Essence,10447,Manuelle,5.0,2019.0
177,19669,Citroen,C3,Diesel,10454,Manuelle,5.0,2021.0
178,18790,Citroen,C3,Diesel,10462,Manuelle,5.0,2021.0
179,14990,Citroen,C3,Diesel,10467,Manuelle,5.0,2019.0
180,16986,Citroen,C3,Essence,10469,Manuelle,4.0,2021.0
181,15290,Peugeot,208,Essence,10470,Manuelle,4.0,2020.0
182,28399,Peugeot,2008,Essence,10473,Manuelle,7.0,2020.0
183,24900,Renault,Captur,Hybride,10476,Automatique,7.0,2021.0
184,33690,Peugeot,508,Diesel,10481,Automatique,7.0,2021.0
185,15990,Fiat,500,Autre,10482,Manuelle,4.0,2021.0
186,27990,Renault,Captur,Hybride,10490,Automatique,5.0,2021.0
187,29780,Citroen,C4,Diesel,10490,Automatique,7.0,2021.0
188,29780,Citroen,C4,Diesel,10491,Automatique,7.0,2021.0
189,30490,Bmw,Serie 1,Essence,10493,Automatique,7.0,2021.0
190,29780,Citroen,C4,Diesel,10496,Automatique,7.0,2021.0
191,39990,Peugeot,3008,Hybride,10498,Automatique,10.0,2021.0
192,16189,Citroen,C3,Essence,10498,Manuelle,4.0,2021.0
193,18490,Peugeot,2008,Essence,10500,Automatique,6.0,2018.0
194,18490,Volkswagen,Golf,Essence,10500,Manuelle,6.0,2018.0
195,23000,Volkswagen,Golf,Essence,10500,Manuelle,8.0,2019.0
196,23000,Peugeot,308,Essence,10500,Manuelle,6.0,2019.0
197,19990,Peugeot,2008,Essence,10500,Automatique,6.0,2019.0
198,25690,Renault,Captur,Essence,10500,Automatique,8.0,2019.0
199,17626,Opel,Corsa,Essence,10500,Manuelle,5.0,2020.0
200,13700,Dacia,Sandero,Diesel,10500,Manuelle,5.0,2020.0
201,17990,Renault,Captur,Essence,10500,Manuelle,7.0,2020.0
202,17500,Renault,Clio,Diesel,10500,Manuelle,6.0,2020.0
203,45979,Volkswagen,Tiguan,Diesel,10500,Automatique,11.0,2020.0
204,12690,Renault,Twingo,Essence,10500,Manuelle,4.0,2020.0
205,15500,Citroen,C3,Essence,10500,Manuelle,4.0,2020.0
206,15990,Fiat,500,Essence,10500,Manuelle,4.0,2021.0
207,15990,Dacia,Sandero,Essence,10500,Manuelle,5.0,2021.0
208,27490,Renault,Captur,Hybride,10500,Automatique,5.0,2021.0
209,36750,Citroen,C5,Hybride,10500,Automatique,10.0,2021.0
210,15990,Peugeot,208,Essence,10500,Manuelle,4.0,2021.0
211,16500,Citroen,C3,Essence,10500,Manuelle,4.0,2021.0
212,35500,Volkswagen,Tiguan,Essence,10500,Manuelle,8.0,2021.0
213,15800,Renault,Clio,Essence,10500,Manuelle,5.0,2021.0
214,19990,Citroen,C3,Diesel,10500,Manuelle,5.0,2021.0
215,16990,Renault,Clio,Essence,10500,Manuelle,5.0,2021.0
216,41990,Mercedes,Classe C,Diesel,10500,Automatique,8.0,2021.0
217,24490,Renault,Captur,Essence,10500,Automatique,7.0,2021.0
218,24990,Renault,Megane,Diesel,10500,Automatique,6.0,2021.0
219,21890,Renault,Captur,Essence,10500,Manuelle,5.0,2021.0
220,27990,Renault,Scenic,Essence,10500,Automatique,7.0,2021.0
221,41983,Peugeot,3008,Hybride,10500,Automatique,10.0,2021.0
222,27990,Peugeot,308,Essence,10500,Manuelle,7.0,2021.0
223,30425,Mini,Mini,Essence,10500,Automatique,7.0,2021.0
224,44900,Mercedes,Classe A,Hybride,10500,Automatique,8.0,2022.0
225,46900,Bmw,Serie 3,Hybride,10500,Automatique,9.0,2022.0
226,33000,Peugeot,308,Essence,10500,Automatique,7.0,2022.0
227,18969,Citroen,C3,Diesel,10501,Manuelle,5.0,2021.0
228,15990,Dacia,Sandero,Essence,10501,Manuelle,5.0,2021.0
229,39280,Bmw,Serie 1,Essence,10503,Automatique,7.0,2021.0
230,12999,Renault,Clio,Essence,10504,Manuelle,4.0,2021.0
231,16280,Renault,Clio,Diesel,10507,Manuelle,4.0,2020.0
232,22790,Peugeot,208,Essence,10507,Automatique,5.0,2021.0
233,17990,Renault,Kadjar,Essence,10516,Manuelle,7.0,2016.0
234,49995,Renault,Megane,Essence,10519,Manuelle,14.0,2009.0
235,22800,Peugeot,208,Essence,10523,Automatique,5.0,2020.0
236,10990,Renault,Twingo,Essence,10542,Manuelle,4.0,2019.0
237,17990,Renault,Clio,Essence,10542,Manuelle,5.0,2021.0
238,12990,Renault,Clio,Essence,10544,Manuelle,4.0,2020.0
239,19479,Renault,Captur,Diesel,10554,Manuelle,5.0,2021.0
240,22990,Renault,Captur,Essence,10557,Manuelle,7.0,2021.0
241,26480,Renault,Captur,Hybride,10564,Automatique,5.0,2021.0
242,17290,Citroen,C3,Essence,10566,Manuelle,4.0,2020.0
243,19700,Peugeot,208,Diesel,10566,Manuelle,5.0,2021.0
244,16490,Opel,Corsa,Diesel,10569,Manuelle,5.0,2020.0
245,22980,Peugeot,208,Essence,10570,Automatique,5.0,2021.0
246,25295,Audi,A1,Essence,10575,Automatique,5.0,2022.0
247,20580,Peugeot,308,Essence,10581,Manuelle,6.0,2020.0
248,38490,Mercedes,Classe A,Diesel,10581,Automatique,8.0,2021.0
249,16990,Ford,Fiesta,Essence,10582,Manuelle,5.0,2020.0
250,35290,Mercedes,Classe A,Essence,10582,Automatique,7.0,2020.0
251,33990,Audi,A3,Essence,10585,Automatique,8.0,2020.0
252,22990,Renault,Scenic,Diesel,10587,Manuelle,6.0,2019.0
253,11990,Renault,Twingo,Essence,10593,Manuelle,4.0,2021.0
254,33898,Citroen,C5,Diesel,10594,Manuelle,7.0,2021.0
255,11512,Renault,Twingo,Essence,10596,Manuelle,4.0,2021.0
256,17000,Renault,Captur,Diesel,10600,Manuelle,5.0,2019.0
257,53490,Peugeot,508,Essence,10600,Automatique,11.0,2021.0
258,29480,Renault,Captur,Hybride,10600,Automatique,5.0,2022.0
259,17490,Renault,Clio,Essence,10604,Manuelle,5.0,2019.0
260,19990,Citroen,C3,Essence,10604,Manuelle,6.0,2021.0
261,24490,Renault,Kadjar,Essence,10609,Automatique,9.0,2019.0
262,11490,Renault,Twingo,Essence,10609,Manuelle,4.0,2021.0
263,14900,Citroen,C3,Essence,10616,Manuelle,4.0,2020.0
264,19288,Renault,Clio,Hybride,10618,Automatique,5.0,2021.0
265,18870,Citroen,C4,Essence,10625,Manuelle,6.0,2020.0
266,23198,Peugeot,308,Essence,10630,Manuelle,7.0,2021.0
267,22998,Peugeot,308,Essence,10630,Manuelle,7.0,2021.0
268,23290,Volkswagen,Golf,Diesel,10631,Automatique,6.0,2019.0
269,11490,Renault,Twingo,Essence,10634,Manuelle,5.0,2019.0
270,24990,Renault,Kadjar,Diesel,10634,Manuelle,6.0,2021.0
271,24490,Renault,Scenic,Essence,10634,Manuelle,7.0,2021.0
272,15490,Renault,Clio,Diesel,10643,Manuelle,4.0,2020.0
273,29850,Citroen,C5,Essence,10647,Automatique,7.0,2020.0
274,17790,Citroen,C3,Diesel,10650,Manuelle,5.0,2021.0
275,22990,Peugeot,208,Diesel,10651,Manuelle,5.0,2021.0
276,12990,Citroen,C3,Essence,10652,Manuelle,4.0,2019.0
277,16980,Citroen,C3,Essence,10652,Manuelle,4.0,2021.0
278,16790,Citroen,C3,Essence,10655,Manuelle,4.0,2021.0
279,29900,Ford,Fiesta,Essence,10657,Manuelle,11.0,2021.0
280,12990,Renault,Twingo,Essence,10657,Manuelle,4.0,2021.0
281,19990,Renault,Clio,Diesel,10660,Manuelle,5.0,2021.0
282,29900,Peugeot,2008,Diesel,10672,Automatique,7.0,2021.0
283,20990,Citroen,C3,Diesel,10674,Manuelle,5.0,2021.0
284,14990,Opel,Corsa,Essence,10678,Manuelle,4.0,2020.0
285,19490,Renault,Clio,GPL,10680,Manuelle,5.0,2021.0
286,27490,Peugeot,308,Essence,10681,Manuelle,7.0,2021.0
287,20900,Renault,Megane,Diesel,10683,Manuelle,6.0,2021.0
288,11800,Renault,Twingo,Essence,10689,Manuelle,4.0,2021.0
289,26900,Citroen,C5,Diesel,10700,Manuelle,7.0,2020.0
290,28900,Mercedes,Classe A,Diesel,10700,Manuelle,6.0,2021.0
291,20700,Dacia,Duster,Diesel,10700,Manuelle,6.0,2021.0
292,19980,Renault,Captur,Essence,10701,Manuelle,5.0,2021.0
293,18990,Renault,Clio,GPL,10706,Manuelle,5.0,2021.0
294,16589,Citroen,C3,Essence,10707,Manuelle,4.0,2021.0
295,23459,Volkswagen,Polo,Essence,10707,Automatique,6.0,2021.0
296,10990,Renault,Twingo,Essence,10708,Manuelle,4.0,2021.0
297,20490,Dacia,Duster,Diesel,10709,Manuelle,6.0,2021.0
298,18200,Citroen,C3,Diesel,10710,Manuelle,5.0,2021.0
299,18979,Citroen,C3,Diesel,10712,Manuelle,5.0,2021.0
300,15490,Renault,Clio,Diesel,10715,Manuelle,4.0,2020.0
301,26999,Renault,Captur,Essence,10717,Automatique,8.0,2021.0
302,46900,Audi,A4,Diesel,10720,Automatique,11.0,2021.0
303,34990,Audi,A3,Essence,10720,Manuelle,8.0,2021.0
304,19990,Peugeot,208,Diesel,10720,Manuelle,5.0,2021.0
305,15989,Renault,Clio,Essence,10721,Manuelle,5.0,2021.0
306,17470,Citroen,C3,Essence,10732,Manuelle,4.0,2021.0
307,31400,Citroen,C4,Diesel,10737,Automatique,7.0,2021.0
308,20490,Renault,Captur,Essence,10739,Manuelle,5.0,2020.0
309,11290,Renault,Twingo,Essence,10742,Manuelle,4.0,2021.0
310,29990,Mercedes,Classe A,Diesel,10743,Automatique,6.0,2020.0
311,15999,Renault,Clio,Essence,10750,Manuelle,5.0,2021.0
312,19500,Renault,Clio,Essence,10751,Manuelle,5.0,2020.0
313,15890,Renault,Clio,Diesel,10751,Manuelle,4.0,2020.0
314,12200,Renault,Twingo,Essence,10759,Manuelle,4.0,2021.0
315,18799,Renault,Clio,GPL,10764,Manuelle,5.0,2021.0
316,15490,Citroen,C3,Essence,10767,Manuelle,4.0,2020.0
317,19690,Renault,Clio,Hybride,10771,Automatique,5.0,2021.0
318,47790,Peugeot,3008,Diesel,10772,Automatique,11.0,2021.0
319,24990,Peugeot,308,Essence,10775,Automatique,6.0,2020.0
320,13990,Fiat,500,Hybride,10779,Manuelle,4.0,2020.0
321,19490,Renault,Clio,Essence,10781,Manuelle,5.0,2021.0
322,18990,Citroen,C4,Essence,10783,Manuelle,5.0,2019.0
323,13999,Renault,Clio,Essence,10786,Manuelle,4.0,2021.0
324,23780,Peugeot,208,Essence,10786,Automatique,7.0,2021.0
325,9990,Renault,Twingo,Essence,10790,Manuelle,4.0,2019.0
326,15490,Renault,Clio,Diesel,10793,Manuelle,4.0,2020.0
327,8790,Peugeot,208,Diesel,10800,Manuelle,4.0,2013.0
328,23490,Peugeot,208,Essence,10800,Automatique,7.0,2020.0
329,21290,Peugeot,208,Essence,10800,Manuelle,5.0,2021.0
330,48990,Bmw,Serie 3,Essence,10800,Automatique,15.0,2021.0
331,21490,Peugeot,308,Diesel,10806,Manuelle,7.0,2020.0
332,21990,Peugeot,308,Diesel,10807,Automatique,7.0,2021.0
333,12490,Renault,Twingo,Essence,10808,Manuelle,4.0,2021.0
334,41490,Volkswagen,Golf,Essence,10811,Automatique,14.0,2021.0
335,23790,Audi,A1,Essence,10811,Manuelle,5.0,2021.0
336,31490,Peugeot,2008,Diesel,10816,Automatique,7.0,2021.0
337,21990,Renault,Captur,Essence,10816,Manuelle,5.0,2021.0
338,28990,Citroen,C5,Essence,10817,Automatique,7.0,2021.0
339,13190,Renault,Twingo,Essence,10818,Manuelle,4.0,2021.0
340,28690,Citroen,C5,Diesel,10825,Manuelle,6.0,2020.0
341,16089,Opel,Corsa,Essence,10826,Manuelle,5.0,2020.0
342,21290,Peugeot,208,Essence,10826,Manuelle,5.0,2021.0
343,20280,Renault,Clio,Hybride,10830,Automatique,5.0,2021.0
344,26990,Peugeot,308,Essence,10834,Automatique,7.0,2021.0
345,11490,Renault,Twingo,Essence,10838,Manuelle,4.0,2021.0
346,22490,Peugeot,308,Essence,10839,Manuelle,6.0,2021.0
347,28580,Peugeot,2008,Diesel,10839,Automatique,7.0,2021.0
348,19990,Opel,Corsa,Essence,10847,Automatique,5.0,2020.0
349,33040,Peugeot,508,Essence,10850,Automatique,7.0,2021.0
350,31979,Mercedes,Classe C,Diesel,10851,Automatique,8.0,2021.0
351,25990,Volkswagen,Golf,Essence,10855,Manuelle,7.0,2020.0
352,21790,Peugeot,208,Essence,10857,Manuelle,5.0,2021.0
353,35900,Audi,A3,Essence,10860,Automatique,8.0,2021.0
354,21999,Renault,Captur,Essence,10868,Manuelle,5.0,2021.0
355,28790,Citroen,C4,Electrique,10873,Automatique,4.0,2020.0
356,26050,Renault,Captur,Hybride,10876,Automatique,5.0,2021.0
357,18990,Renault,Clio,Diesel,10877,Manuelle,5.0,2021.0
358,29900,Audi,A1,Essence,10880,Automatique,6.0,2021.0
359,19490,Peugeot,208,Essence,10887,Manuelle,5.0,2021.0
360,28390,Peugeot,2008,Electrique,10888,Automatique,4.0,2020.0
361,16466,Opel,Corsa,Essence,10888,Manuelle,5.0,2021.0
362,16770,Citroen,C3,Essence,10891,Manuelle,4.0,2021.0
363,16290,Citroen,C3,Essence,10892,Manuelle,4.0,2021.0
364,28490,Citroen,C4,Diesel,10895,Automatique,7.0,2021.0
365,11990,Renault,Clio,Essence,10900,Manuelle,4.0,2018.0
366,24600,Renault,Scenic,Diesel,10900,Manuelle,8.0,2019.0
367,49990,Mini,Mini,Essence,10900,Automatique,19.0,2020.0
368,17000,Citroen,C3,Essence,10900,Manuelle,6.0,2021.0
369,29500,Peugeot,2008,Essence,10902,Automatique,7.0,2021.0
370,11890,Renault,Twingo,Essence,10905,Manuelle,4.0,2021.0
371,18290,Citroen,C3,Diesel,10910,Manuelle,5.0,2021.0
372,15990,Renault,Clio,Diesel,10913,Automatique,5.0,2018.0
373,23900,Peugeot,208,Essence,10919,Automatique,6.0,2019.0
374,26990,Peugeot,308,Diesel,10919,Automatique,7.0,2020.0
375,41990,Peugeot,3008,Hybride,10920,Automatique,10.0,2021.0
376,14900,Mini,Mini,Essence,10921,Automatique,7.0,2013.0
377,15000,Renault,Clio,Diesel,10923,Manuelle,4.0,2020.0
378,19990,Dacia,Duster,Diesel,10923,Manuelle,6.0,2021.0
379,21498,Peugeot,308,Essence,10925,Manuelle,6.0,2020.0
380,21798,Peugeot,308,Essence,10925,Manuelle,6.0,2020.0
381,14890,Renault,Clio,Diesel,10927,Manuelle,4.0,2020.0
382,20923,Citroen,C3,Essence,10927,Automatique,6.0,2021.0
383,16990,Renault,Clio,Essence,10928,Automatique,5.0,2020.0
384,25490,Peugeot,308,Diesel,10929,Manuelle,7.0,2021.0
385,24990,Renault,Megane,Essence,10930,Automatique,7.0,2021.0
386,26999,Peugeot,208,Electrique,10945,Automatique,4.0,2020.0
387,38990,Mini,Mini,Essence,10945,Automatique,13.0,2021.0
388,20990,Renault,Megane,Diesel,10946,Manuelle,6.0,2021.0
389,19380,Peugeot,208,Essence,10948,Manuelle,5.0,2021.0
390,19990,Peugeot,208,Essence,10950,Manuelle,5.0,2021.0
