,Prix,Marque,Modèle,Carburant,Kilométrage,Boitedevitesse,Puissancefiscale,Année
42531,5990,Volkswagen,Polo,Essence,155000,Manuelle,4.0,2011.0
42532,6990,Peugeot,308,Diesel,155000,Manuelle,6.0,2011.0
42533,8990,Mini,Mini,Diesel,155000,Manuelle,7.0,2011.0
42534,10990,Volkswagen,Golf,Diesel,155000,Manuelle,7.0,2012.0
42535,6400,Renault,Megane,Diesel,155000,Manuelle,5.0,2012.0
42536,19990,Bmw,Serie 3,Diesel,155000,Manuelle,8.0,2012.0
42537,17500,Bmw,Serie 3,Diesel,155000,Manuelle,8.0,2012.0
42538,6690,Citroen,C4,Diesel,155000,Automatique,5.0,2012.0
42539,8500,Peugeot,308,Diesel,155000,Manuelle,6.0,2012.0
42540,4700,Peugeot,208,Essence,155000,Manuelle,7.0,2012.0
42541,6350,Renault,Megane,Diesel,155000,Manuelle,6.0,2012.0
42542,7990,Peugeot,208,Diesel,155000,Manuelle,5.0,2012.0
42543,8500,Volkswagen,Golf,Diesel,155000,Manuelle,7.0,2012.0
42544,6500,Peugeot,207,Diesel,155000,Manuelle,7.0,2012.0
42545,9900,Bmw,Serie 1,Diesel,155000,Manuelle,6.0,2012.0
42546,11000,Peugeot,508,Diesel,155000,Automatique,12.0,2012.0
42547,6300,Peugeot,208,Diesel,155000,Manuelle,4.0,2012.0
42548,6199,Renault,Twingo,Diesel,155000,Manuelle,4.0,2012.0
42549,4900,Opel,Corsa,Diesel,155000,Manuelle,4.0,2012.0
42550,11990,Mini,Mini,Diesel,155000,Automatique,8.0,2012.0
42551,8990,Peugeot,508,Hybride,155000,Automatique,8.0,2012.0
42552,6990,Volkswagen,Golf,Diesel,155000,Manuelle,5.0,2012.0
42553,14000,Audi,A3,Diesel,155000,Manuelle,7.0,2012.0
42554,11000,Bmw,Serie 1,Diesel,155000,Manuelle,10.0,2012.0
42555,7000,Volkswagen,Polo,Diesel,155000,Manuelle,5.0,2012.0
42556,7800,Peugeot,3008,Hybride,155000,Automatique,8.0,2012.0
42557,9300,Audi,A3,Diesel,155000,Manuelle,5.0,2013.0
42558,9490,Mini,Mini,Diesel,155000,Manuelle,5.0,2013.0
42559,14000,Audi,A1,Essence,155000,Automatique,10.0,2013.0
42560,9990,Volkswagen,Golf,Diesel,155000,Manuelle,5.0,2013.0
42561,5500,Renault,Clio,Diesel,155000,Manuelle,4.0,2013.0
42562,6990,Peugeot,2008,Diesel,155000,Manuelle,5.0,2013.0
42563,6500,Peugeot,208,Diesel,155000,Manuelle,4.0,2013.0
42564,21990,Bmw,Serie 3,Diesel,155000,Automatique,17.0,2013.0
42565,12500,Peugeot,508,Hybride,155000,Automatique,8.0,2014.0
42566,8200,Citroen,C4,Diesel,155000,Manuelle,6.0,2014.0
42567,9000,Bmw,Serie 1,Diesel,155000,Manuelle,5.0,2014.0
42568,14000,Volkswagen,Tiguan,Diesel,155000,Manuelle,8.0,2014.0
42569,8500,Renault,Scenic,Diesel,155000,Manuelle,6.0,2014.0
42570,8990,Peugeot,2008,Diesel,155000,Automatique,5.0,2014.0
42571,11500,Volkswagen,Tiguan,Diesel,155000,Manuelle,6.0,2014.0
42572,8200,Peugeot,308,Diesel,155000,Manuelle,5.0,2014.0
42573,7200,Renault,Clio,Diesel,155000,Manuelle,4.0,2014.0
42574,12490,Audi,A1,Diesel,155000,Manuelle,5.0,2014.0
42575,14500,Mercedes,Classe A,Diesel,155000,Automatique,7.0,2014.0
42576,16900,Audi,A4,Diesel,155000,Automatique,10.0,2014.0
42577,16199,Volkswagen,Golf,Diesel,155000,Automatique,10.0,2014.0
42578,27500,Bmw,Serie 1,Essence,155000,Automatique,21.0,2014.0
42579,14000,Bmw,Serie 1,Diesel,155000,Manuelle,10.0,2014.0
42580,12500,Volkswagen,Tiguan,Diesel,155000,Manuelle,6.0,2014.0
42581,19500,Mercedes,Classe A,Essence,155000,Automatique,12.0,2014.0
42582,7499,Peugeot,308,Diesel,155000,Manuelle,5.0,2014.0
42583,7250,Peugeot,208,Diesel,155000,Manuelle,4.0,2015.0
42584,5000,Peugeot,308,Essence,155000,Manuelle,5.0,2015.0
42585,10500,Renault,Clio,Diesel,155000,Manuelle,6.0,2015.0
42586,16000,Bmw,Serie 3,Diesel,155000,Manuelle,8.0,2015.0
42587,5450,Citroen,C3,Diesel,155000,Manuelle,4.0,2015.0
42588,8800,Volkswagen,Polo,Diesel,155000,Manuelle,4.0,2015.0
42589,14000,Audi,A3,Diesel,155000,Manuelle,5.0,2016.0
42590,14800,Peugeot,308,Diesel,155000,Automatique,9.0,2016.0
42591,6490,Peugeot,208,Diesel,155000,Manuelle,4.0,2016.0
42592,10500,Renault,Kadjar,Diesel,155000,Manuelle,5.0,2016.0
42593,13490,Audi,A3,Diesel,155000,Manuelle,7.0,2016.0
42594,11490,Peugeot,508,Diesel,155000,Manuelle,7.0,2016.0
42595,7999,Citroen,C4,Diesel,155000,Manuelle,6.0,2016.0
42596,8000,Renault,Megane,Diesel,155000,Manuelle,4.0,2016.0
42597,9500,Citroen,C5,Diesel,155000,Manuelle,8.0,2016.0
42598,9250,Renault,Clio,Diesel,155000,Manuelle,5.0,2017.0
42599,20100,Bmw,Serie 3,Diesel,155000,Automatique,15.0,2017.0
42600,10500,Peugeot,308,Diesel,155000,Manuelle,5.0,2017.0
42601,16500,Peugeot,3008,Diesel,155000,Automatique,6.0,2017.0
42602,7990,Citroen,C4,Diesel,155000,Manuelle,5.0,2017.0
42603,14000,Peugeot,308,Diesel,155000,Automatique,6.0,2017.0
42604,7800,Peugeot,308,Diesel,155000,Manuelle,5.0,2018.0
42605,22500,Audi,A4,Essence,155000,Automatique,8.0,2018.0
42606,11500,Bmw,Serie 1,Diesel,155071,Manuelle,6.0,2013.0
42607,12990,Mercedes,Classe C,Diesel,155118,Automatique,7.0,2013.0
42608,11200,Peugeot,308,Diesel,155127,Automatique,5.0,2017.0
42609,7990,Fiat,500,Essence,155139,Manuelle,6.0,2010.0
42610,9900,Peugeot,508,Diesel,155180,Automatique,6.0,2012.0
42611,6300,Citroen,C3,Diesel,155200,Manuelle,4.0,2013.0
42612,11900,Bmw,Serie 1,Essence,155205,Manuelle,8.0,2008.0
42613,2990,Renault,Twingo,Essence,155226,Manuelle,5.0,2008.0
42614,2490,Peugeot,206,Essence,155300,Manuelle,5.0,2003.0
42615,8900,Peugeot,308,Diesel,155300,Manuelle,8.0,2009.0
42616,11500,Bmw,Serie 3,Diesel,155300,Manuelle,12.0,2010.0
42617,7500,Volkswagen,Polo,Diesel,155300,Manuelle,5.0,2012.0
42618,4990,Citroen,C4,Diesel,155370,Manuelle,7.0,2005.0
42619,2800,Renault,Scenic,Diesel,155400,Manuelle,8.0,2007.0
42620,5000,Renault,Clio,Diesel,155400,Manuelle,5.0,2010.0
42621,9490,Peugeot,208,Diesel,155447,Manuelle,5.0,2015.0
42622,2700,Peugeot,206,Essence,155500,Manuelle,7.0,2004.0
42623,3990,Citroen,C4,Essence,155500,Manuelle,7.0,2006.0
42624,12990,Bmw,Serie 3,Diesel,155500,Manuelle,10.0,2012.0
42625,9300,Peugeot,308,Diesel,155500,Manuelle,9.0,2012.0
42626,6390,Citroen,C3,Diesel,155500,Manuelle,4.0,2013.0
42627,10500,Volkswagen,Tiguan,Diesel,155500,Manuelle,6.0,2013.0
42628,8990,Peugeot,208,Diesel,155506,Manuelle,5.0,2012.0
42629,12800,Peugeot,508,Hybride,155515,Automatique,8.0,2012.0
42630,5800,Peugeot,207,Diesel,155555,Manuelle,5.0,2010.0
42631,10500,Audi,A1,Essence,155580,Manuelle,6.0,2015.0
42632,2990,Renault,Clio,Diesel,155600,Manuelle,4.0,2003.0
42633,5490,Renault,Scenic,Diesel,155600,Manuelle,5.0,2013.0
42634,4490,Volkswagen,Polo,Essence,155620,Manuelle,4.0,2005.0
42635,7990,Citroen,C3,Diesel,155698,Manuelle,5.0,2016.0
42636,5500,Renault,Scenic,Diesel,155700,Manuelle,6.0,2009.0
42637,7990,Renault,Clio,Diesel,155752,Manuelle,4.0,2015.0
42638,6990,Renault,Megane,Diesel,155759,Automatique,9.0,2011.0
42639,9999,Mini,Mini,Essence,155800,Manuelle,10.0,2010.0
42640,10800,Volkswagen,Tiguan,Diesel,155800,Manuelle,6.0,2011.0
42641,1500,Mercedes,Classe A,Diesel,155812,Manuelle,5.0,2007.0
42642,6490,Peugeot,207,Diesel,155826,Manuelle,5.0,2011.0
42643,18000,Audi,A3,Diesel,155850,Automatique,8.0,2015.0
42644,3800,Peugeot,206,Essence,155890,Manuelle,7.0,2002.0
42645,12999,Peugeot,508,Hybride,155940,Automatique,8.0,2014.0
42646,3300,Renault,Twingo,Essence,155950,Manuelle,4.0,2004.0
42647,8000,Dacia,Duster,Diesel,155950,Manuelle,6.0,2010.0
42648,2900,Volkswagen,Polo,Essence,155982,Manuelle,5.0,2005.0
42649,2500,Opel,Corsa,Essence,156000,Manuelle,6.0,2002.0
42650,8500,Bmw,Serie 3,Diesel,156000,Manuelle,8.0,2002.0
42651,3390,Peugeot,206,Diesel,156000,Manuelle,5.0,2002.0
42652,1200,Renault,Clio,Diesel,156000,Manuelle,4.0,2002.0
42653,900,Mercedes,Classe A,Diesel,156000,Automatique,6.0,2003.0
42654,3000,Renault,Twingo,Essence,156000,Manuelle,5.0,2004.0
42655,3490,Citroen,C3,Essence,156000,Manuelle,5.0,2005.0
42656,3800,Peugeot,206,Essence,156000,Manuelle,7.0,2005.0
42657,3700,Renault,Megane,Essence,156000,Manuelle,7.0,2005.0
42658,4990,Mercedes,Classe A,Essence,156000,Automatique,7.0,2006.0
42659,6990,Audi,A3,Essence,156000,Manuelle,7.0,2006.0
42660,3700,Renault,Megane,Diesel,156000,Manuelle,7.0,2006.0
42661,3990,Renault,Clio,Essence,156000,Manuelle,5.0,2006.0
42662,3000,Peugeot,206,Essence,156000,Manuelle,5.0,2006.0
42663,6800,Audi,A4,Diesel,156000,Manuelle,10.0,2007.0
42664,4800,Peugeot,207,Diesel,156000,Manuelle,5.0,2007.0
42665,5290,Mini,Mini,Essence,156000,Manuelle,6.0,2007.0
42666,3000,Renault,Clio,Diesel,156000,Manuelle,4.0,2008.0
42667,3990,Ford,Fiesta,Diesel,156000,Manuelle,5.0,2008.0
42668,3000,Renault,Megane,Diesel,156000,Manuelle,6.0,2008.0
42669,3990,Renault,Twingo,Essence,156000,Manuelle,4.0,2008.0
42670,10999,Volkswagen,Tiguan,Diesel,156000,Manuelle,10.0,2008.0
42671,6600,Bmw,Serie 1,Essence,156000,Manuelle,9.0,2008.0
42672,6400,Bmw,Serie 1,Essence,156000,Manuelle,9.0,2008.0
42673,13990,Audi,A4,Essence,156000,Automatique,18.0,2008.0
42674,12000,Bmw,Serie 3,Diesel,156000,Manuelle,10.0,2008.0
42675,6490,Mini,Mini,Diesel,156000,Manuelle,6.0,2009.0
42676,6500,Bmw,Serie 1,Diesel,156000,Manuelle,7.0,2009.0
42677,4490,Peugeot,206,Diesel,156000,Manuelle,4.0,2009.0
42678,4990,Ford,Fiesta,Diesel,156000,Manuelle,4.0,2009.0
42679,5700,Volkswagen,Polo,Diesel,156000,Manuelle,4.0,2009.0
42680,4000,Ford,Fiesta,Diesel,156000,Manuelle,4.0,2009.0
42681,3990,Citroen,C3,Essence,156000,Manuelle,5.0,2009.0
42682,5200,Renault,Scenic,Diesel,156000,Manuelle,6.0,2010.0
42683,8000,Audi,A1,Diesel,156000,Manuelle,5.0,2010.0
42684,17490,Volkswagen,Golf,Essence,156000,Automatique,17.0,2010.0
42685,3900,Peugeot,206,Diesel,156000,Manuelle,4.0,2010.0
42686,7000,Peugeot,308,Diesel,156000,Manuelle,6.0,2010.0
42687,4490,Fiat,500,Diesel,156000,Manuelle,5.0,2010.0
42688,8500,Bmw,Serie 3,Diesel,156000,Manuelle,6.0,2010.0
42689,3000,Peugeot,206,Essence,156000,Manuelle,4.0,2010.0
42690,6990,Audi,A1,Essence,156000,Manuelle,5.0,2011.0
42691,3990,Peugeot,206,Essence,156000,Manuelle,5.0,2011.0
42692,9000,Bmw,Serie 1,Diesel,156000,Manuelle,8.0,2011.0
42693,3798,Peugeot,206,Essence,156000,Manuelle,5.0,2011.0
42694,6990,Volkswagen,Polo,Diesel,156000,Manuelle,5.0,2011.0
42695,3500,Peugeot,207,Essence,156000,Manuelle,9.0,2011.0
42696,4990,Renault,Megane,Diesel,156000,Manuelle,5.0,2011.0
42697,5000,Dacia,Sandero,Diesel,156000,Manuelle,5.0,2011.0
42698,5990,Mercedes,Classe C,Diesel,156000,Manuelle,6.0,2011.0
42699,7000,Volkswagen,Polo,Diesel,156000,Manuelle,5.0,2011.0
42700,11000,Bmw,Serie 1,Diesel,156000,Manuelle,6.0,2012.0
42701,6900,Peugeot,208,Diesel,156000,Manuelle,68.0,2012.0
42702,9800,Audi,A4,Diesel,156000,Manuelle,7.0,2012.0
42703,7800,Renault,Megane,Diesel,156000,Manuelle,9.0,2012.0
42704,7500,Volkswagen,Polo,Diesel,156000,Manuelle,5.0,2012.0
42705,7000,Renault,Scenic,Diesel,156000,Automatique,6.0,2012.0
42706,9200,Volkswagen,Golf,Diesel,156000,Manuelle,7.0,2012.0
42707,5490,Citroen,C3,Diesel,156000,Manuelle,4.0,2012.0
42708,6750,Peugeot,208,Essence,156000,Manuelle,7.0,2012.0
42709,8200,Dacia,Duster,Diesel,156000,Manuelle,6.0,2012.0
42710,10000,Audi,A1,Diesel,156000,Manuelle,7.0,2012.0
42711,15000,Volkswagen,Tiguan,Diesel,156000,Automatique,9.0,2012.0
42712,9500,Volkswagen,Golf,Diesel,156000,Manuelle,5.0,2012.0
42713,7150,Peugeot,208,Diesel,156000,Manuelle,4.0,2013.0
42714,9400,Nissan,Qashqai,Diesel,156000,Manuelle,7.0,2013.0
42715,8200,Ford,Fiesta,Diesel,156000,Manuelle,5.0,2013.0
42716,9300,Bmw,Serie 1,Diesel,156000,Manuelle,7.0,2013.0
42717,6490,Renault,Clio,Diesel,156000,Manuelle,4.0,2013.0
42718,8490,Nissan,Qashqai,Diesel,156000,Manuelle,6.0,2013.0
42719,5490,Opel,Corsa,Diesel,156000,Manuelle,5.0,2013.0
42720,11990,Audi,A4,Essence,156000,Manuelle,13.0,2013.0
42721,6700,Renault,Clio,Diesel,156000,Manuelle,4.0,2013.0
42722,8990,Peugeot,308,Essence,156000,Manuelle,7.0,2013.0
42723,8490,Renault,Scenic,Diesel,156000,Manuelle,7.0,2014.0
42724,6790,Ford,Fiesta,Diesel,156000,Manuelle,5.0,2014.0
42725,8200,Citroen,C4,Diesel,156000,Manuelle,6.0,2014.0
42726,6500,Renault,Megane,Diesel,156000,Manuelle,5.0,2014.0
42727,6900,Peugeot,208,Diesel,156000,Manuelle,4.0,2014.0
42728,16500,Volkswagen,Golf,Diesel,156000,Manuelle,10.0,2014.0
42729,8500,Peugeot,208,Diesel,156000,Manuelle,5.0,2014.0
42730,14999,Audi,A3,Diesel,156000,Manuelle,7.0,2014.0
42731,16800,Volkswagen,Golf,Diesel,156000,Automatique,10.0,2014.0
42732,6800,Renault,Clio,Diesel,156000,Manuelle,4.0,2014.0
42733,7550,Volkswagen,Polo,Essence,156000,Manuelle,4.0,2014.0
42734,6999,Peugeot,308,Diesel,156000,Manuelle,5.0,2014.0
42735,15999,Volkswagen,Golf,Diesel,156000,Automatique,10.0,2015.0
42736,7500,Bmw,Serie 3,Diesel,156000,Automatique,15.0,2015.0
42737,9490,Peugeot,2008,Diesel,156000,Manuelle,6.0,2015.0
42738,9990,Citroen,C5,Diesel,156000,Automatique,9.0,2015.0
42739,8990,Peugeot,2008,Diesel,156000,Manuelle,5.0,2015.0
42740,8700,Peugeot,2008,Diesel,156000,Manuelle,5.0,2015.0
42741,18999,Audi,A3,Diesel,156000,Automatique,8.0,2015.0
42742,6900,Peugeot,3008,Diesel,156000,Automatique,6.0,2016.0
42743,8800,Renault,Megane,Diesel,156000,Manuelle,4.0,2016.0
42744,6800,Renault,Clio,Diesel,156000,Manuelle,4.0,2016.0
42745,18490,Mercedes,Classe A,Diesel,156000,Automatique,7.0,2017.0
42746,12900,Peugeot,308,Diesel,156000,Automatique,6.0,2019.0
42747,6990,Peugeot,208,Diesel,156009,Manuelle,4.0,2013.0
42748,4680,Ford,Fiesta,Essence,156015,Manuelle,5.0,2010.0
42749,9990,Renault,Scenic,Diesel,156018,Automatique,6.0,2013.0
42750,8900,Nissan,Qashqai,Diesel,156178,Manuelle,6.0,2011.0
42751,5990,Renault,Megane,Diesel,156186,Manuelle,5.0,2008.0
42752,3900,Renault,Twingo,Essence,156200,Manuelle,4.0,2010.0
42753,5950,Fiat,500,Essence,156200,Manuelle,4.0,2013.0
42754,6490,Mercedes,Classe A,Diesel,156210,Manuelle,6.0,2009.0
42755,7490,Dacia,Duster,Diesel,156210,Manuelle,6.0,2011.0
42756,2800,Dacia,Sandero,Autre,156305,Manuelle,5.0,2009.0
42757,4490,Renault,Twingo,Essence,156350,Manuelle,4.0,2010.0
42758,3750,Renault,Clio,Essence,156400,Manuelle,4.0,2010.0
42759,6900,Citroen,C4,Diesel,156400,Manuelle,6.0,2012.0
42760,7890,Peugeot,3008,Diesel,156400,Manuelle,6.0,2014.0
42761,7790,Renault,Megane,Diesel,156419,Manuelle,7.0,2011.0
42762,13900,Audi,A3,Diesel,156450,Manuelle,5.0,2017.0
42763,2490,Citroen,C5,Diesel,156456,Manuelle,8.0,2004.0
42764,3000,Citroen,C3,Essence,156480,Manuelle,4.0,2005.0
42765,2000,Citroen,C5,Diesel,156500,Manuelle,6.0,2006.0
42766,8500,Mini,Mini,Essence,156500,Manuelle,11.0,2006.0
42767,4490,Peugeot,308,Diesel,156500,Manuelle,5.0,2008.0
42768,13800,Bmw,Serie 3,Essence,156500,Automatique,17.0,2008.0
42769,5300,Renault,Megane,Diesel,156500,Manuelle,7.0,2010.0
42770,6800,Bmw,Serie 1,Diesel,156500,Automatique,8.0,2010.0
42771,6900,Renault,Scenic,Diesel,156500,Automatique,6.0,2011.0
42772,12500,Audi,A4,Diesel,156500,Manuelle,8.0,2011.0
42773,6900,Renault,Megane,Diesel,156500,Manuelle,5.0,2014.0
42774,14500,Mercedes,Classe A,Diesel,156500,Manuelle,7.0,2015.0
42775,14499,Peugeot,508,Diesel,156500,Automatique,9.0,2016.0
42776,13500,Peugeot,308,Diesel,156500,Automatique,9.0,2017.0
42777,13990,Bmw,Serie 3,Essence,156500,Automatique,14.0,2017.0
42778,12500,Audi,A3,Diesel,156517,Automatique,5.0,2014.0
42779,12890,Volkswagen,Tiguan,Diesel,156590,Manuelle,6.0,2012.0
42780,2500,Renault,Megane,Essence,156600,Manuelle,6.0,2003.0
42781,4800,Mini,Mini,Essence,156600,Manuelle,7.0,2005.0
42782,18490,Renault,Megane,Essence,156600,Manuelle,16.0,2010.0
42783,7500,Peugeot,2008,Diesel,156600,Manuelle,5.0,2014.0
42784,3250,Renault,Megane,Diesel,156608,Manuelle,6.0,2004.0
42785,11750,Volkswagen,Polo,Diesel,156610,Manuelle,5.0,2019.0
42786,3900,Renault,Megane,Essence,156629,Manuelle,7.0,2009.0
42787,9990,Renault,Megane,Diesel,156647,Manuelle,6.0,2014.0
42788,7400,Bmw,Serie 3,Diesel,156688,Automatique,10.0,2012.0
42789,4000,Citroen,C3,Essence,156692,Manuelle,5.0,2012.0
42790,6290,Citroen,C3,Diesel,156720,Manuelle,4.0,2014.0
42791,14800,Volkswagen,Golf,Essence,156799,Manuelle,13.0,2011.0
42792,6990,Volkswagen,Polo,Diesel,156800,Manuelle,5.0,2013.0
42793,2990,Opel,Corsa,Diesel,156812,Manuelle,4.0,2004.0
42794,10300,Peugeot,308,Diesel,156817,Manuelle,5.0,2017.0
42795,6990,Peugeot,208,Diesel,156833,Manuelle,4.0,2014.0
42796,3990,Peugeot,207,Diesel,156838,Manuelle,4.0,2009.0
42797,31000,Mercedes,Classe C,Essence,156888,Automatique,37.0,2008.0
42798,7790,Renault,Megane,Diesel,156890,Manuelle,5.0,2013.0
42799,3200,Ford,Fiesta,Essence,156900,Manuelle,5.0,2008.0
42800,4600,Peugeot,207,Essence,156911,Manuelle,5.0,2009.0
42801,4200,Peugeot,207,Essence,156911,Manuelle,5.0,2009.0
42802,16990,Mercedes,Classe C,Diesel,156911,Automatique,14.0,2012.0
42803,3500,Renault,Clio,Diesel,156928,Manuelle,4.0,2010.0
42804,3990,Opel,Corsa,Essence,156996,Manuelle,5.0,2002.0
42805,2690,Opel,Corsa,Diesel,157000,Manuelle,4.0,2002.0
42806,3900,Mini,Mini,Essence,157000,Manuelle,7.0,2002.0
42807,1990,Renault,Twingo,Essence,157000,Manuelle,5.0,2003.0
42808,1990,Renault,Clio,Essence,157000,Manuelle,4.0,2004.0
42809,8600,Renault,Clio,Essence,157000,Manuelle,10.0,2004.0
42810,9490,Audi,A4,Essence,157000,Manuelle,10.0,2006.0
42811,1750,Renault,Scenic,Essence,157000,Manuelle,7.0,2006.0
42812,4990,Peugeot,206,Diesel,157000,Manuelle,6.0,2006.0
42813,2450,Renault,Twingo,Essence,157000,Manuelle,4.0,2006.0
42814,10000,Bmw,Serie 3,Essence,157000,Manuelle,9.0,2006.0
42815,7600,Bmw,Serie 1,Diesel,157000,Manuelle,7.0,2006.0
42816,3200,Peugeot,207,Diesel,157000,Manuelle,5.0,2006.0
42817,8500,Bmw,Serie 3,Diesel,157000,Manuelle,9.0,2007.0
42818,2500,Peugeot,206,Diesel,157000,Manuelle,4.0,2007.0
42819,1000,Renault,Twingo,Essence,157000,Manuelle,5.0,2007.0
42820,1990,Renault,Clio,Essence,157000,Manuelle,5.0,2007.0
42821,12500,Audi,A3,Essence,157000,Manuelle,17.0,2007.0
42822,8800,Renault,Megane,Diesel,157000,Manuelle,10.0,2007.0
42823,5700,Mini,Mini,Diesel,157000,Manuelle,5.0,2007.0
42824,5000,Peugeot,207,Essence,157000,Automatique,7.0,2008.0
42825,4100,Peugeot,308,Diesel,157000,Manuelle,90.0,2008.0
42826,4300,Peugeot,308,Diesel,157000,Manuelle,90.0,2008.0
42827,7500,Bmw,Serie 3,Diesel,157000,Manuelle,7.0,2008.0
42828,4000,Renault,Megane,Diesel,157000,Manuelle,6.0,2008.0
42829,3990,Peugeot,207,Essence,157000,Manuelle,6.0,2008.0
42830,3800,Ford,Fiesta,Diesel,157000,Manuelle,4.0,2008.0
42831,3900,Ford,Fiesta,Diesel,157000,Manuelle,4.0,2008.0
42832,4500,Volkswagen,Polo,Diesel,157000,Manuelle,4.0,2009.0
42833,4990,Volkswagen,Polo,Diesel,157000,Manuelle,4.0,2009.0
42834,14900,Audi,A4,Diesel,157000,Manuelle,10.0,2009.0
42835,6000,Volkswagen,Polo,Diesel,157000,Manuelle,4.0,2009.0
42836,3500,Citroen,C5,Diesel,157000,Manuelle,6.0,2009.0
42837,18690,Bmw,Serie 3,Essence,157000,Automatique,21.0,2009.0
42838,4490,Ford,Fiesta,Essence,157000,Manuelle,5.0,2009.0
42839,4000,Renault,Clio,Diesel,157000,Manuelle,4.0,2010.0
42840,11000,Bmw,Serie 3,Diesel,157000,Manuelle,10.0,2010.0
42841,8990,Audi,A3,Diesel,157000,Automatique,8.0,2010.0
42842,15000,Bmw,Serie 3,Diesel,157000,Manuelle,14.0,2010.0
42843,5700,Peugeot,308,Diesel,157000,Manuelle,6.0,2010.0
42844,3690,Renault,Twingo,Essence,157000,Manuelle,4.0,2010.0
42845,3450,Dacia,Sandero,Autre,157000,Manuelle,5.0,2010.0
42846,6490,Renault,Megane,Diesel,157000,Manuelle,6.0,2010.0
42847,7800,Bmw,Serie 1,Diesel,157000,Manuelle,7.0,2010.0
42848,3500,Renault,Clio,GPL,157000,Manuelle,4.0,2010.0
42849,8590,Audi,A3,Diesel,157000,Manuelle,8.0,2010.0
42850,15400,Renault,Clio,Essence,157000,Manuelle,12.0,2010.0
42851,4800,Opel,Corsa,Diesel,157000,Manuelle,4.0,2010.0
42852,13990,Volkswagen,Golf,Essence,157000,Manuelle,13.0,2010.0
42853,3500,Peugeot,206,Essence,157000,Manuelle,4.0,2011.0
42854,5900,Citroen,C4,Diesel,157000,Manuelle,5.0,2011.0
42855,9990,Audi,A3,Diesel,157000,Automatique,5.0,2011.0
42856,5500,Citroen,C4,Diesel,157000,Manuelle,5.0,2011.0
42857,6000,Renault,Megane,Diesel,157000,Manuelle,7.0,2011.0
42858,5490,Citroen,C3,Diesel,157000,Manuelle,4.0,2011.0
42859,6500,Citroen,C3,Diesel,157000,Manuelle,4.0,2011.0
42860,6500,Peugeot,308,Diesel,157000,Manuelle,6.0,2011.0
42861,4800,Renault,Megane,Diesel,157000,Manuelle,5.0,2011.0
42862,6490,Citroen,C5,Diesel,157000,Manuelle,8.0,2011.0
42863,3599,Dacia,Sandero,Essence,157000,Manuelle,5.0,2011.0
42864,10000,Audi,A4,Diesel,157000,Manuelle,8.0,2011.0
42865,10000,Audi,A3,Diesel,157000,Manuelle,7.0,2011.0
42866,11990,Bmw,Serie 1,Diesel,157000,Manuelle,7.0,2011.0
42867,4000,Citroen,C3,Essence,157000,Manuelle,4.0,2012.0
42868,5990,Renault,Megane,Diesel,157000,Manuelle,6.0,2012.0
42869,6990,Citroen,C5,Diesel,157000,Manuelle,8.0,2012.0
42870,8900,Citroen,C4,Diesel,157000,Manuelle,8.0,2012.0
42871,11490,Bmw,Serie 3,Diesel,157000,Manuelle,10.0,2012.0
42872,5500,Renault,Megane,Diesel,157000,Automatique,6.0,2012.0
42873,4700,Renault,Scenic,Diesel,157000,Manuelle,6.0,2012.0
42874,5000,Peugeot,208,Diesel,157000,Manuelle,5.0,2012.0
42875,15500,Audi,A4,Diesel,157000,Manuelle,10.0,2012.0
42876,12500,Mercedes,Classe C,Diesel,157000,Automatique,9.0,2012.0
42877,8990,Nissan,Qashqai,Diesel,157000,Manuelle,7.0,2012.0
42878,13000,Volkswagen,Golf,Diesel,157000,Automatique,8.0,2012.0
42879,7999,Peugeot,208,Essence,157000,Manuelle,4.0,2012.0
42880,7500,Citroen,C4,Diesel,157000,Manuelle,5.0,2013.0
42881,9200,Volkswagen,Golf,Diesel,157000,Manuelle,5.0,2013.0
42882,6500,Renault,Clio,Diesel,157000,Manuelle,4.0,2013.0
42883,19990,Bmw,Serie 3,Diesel,157000,Automatique,15.0,2013.0
42884,12499,Volkswagen,Tiguan,Diesel,157000,Automatique,8.0,2013.0
42885,13500,Audi,A3,Diesel,157000,Manuelle,7.0,2013.0
42886,6200,Peugeot,208,Diesel,157000,Manuelle,4.0,2013.0
42887,7300,Renault,Megane,Diesel,157000,Manuelle,6.0,2013.0
42888,8200,Audi,A1,Essence,157000,Manuelle,5.0,2013.0
42889,12000,Mini,Mini,Essence,157000,Automatique,11.0,2014.0
42890,8990,Citroen,C4,Diesel,157000,Manuelle,6.0,2014.0
42891,7990,Renault,Megane,Diesel,157000,Manuelle,6.0,2014.0
42892,6290,Citroen,C3,Diesel,157000,Manuelle,4.0,2014.0
42893,6500,Peugeot,208,Diesel,157000,Manuelle,92.0,2014.0
42894,24500,Bmw,Serie 3,Diesel,157000,Automatique,20.0,2014.0
42895,12990,Audi,A4,Diesel,157000,Manuelle,8.0,2014.0
42896,12500,Bmw,Serie 1,Diesel,157000,Automatique,6.0,2014.0
42897,7500,Citroen,C5,Diesel,157000,Manuelle,7.0,2014.0
42898,8100,Peugeot,2008,Diesel,157000,Manuelle,5.0,2015.0
42899,6590,Renault,Megane,Diesel,157000,Manuelle,5.0,2015.0
42900,11490,Peugeot,308,Diesel,157000,Automatique,7.0,2015.0
42901,15400,Peugeot,308,Diesel,157000,Manuelle,8.0,2015.0
